Año,Municipio,Código de Municipio,Camiones,Furgonetas,Autobuses,Turismos,Motocicletas,Tractores industriales,Ciclomotores,Otros vehículos,Total vehículos
2022,Condemios de Abajo,19095,5,1,0,11,3,1,1,0,22
2022,Condemios de Arriba,19096,14,17,0,65,3,1,5,3,108
2022,Conesa,43046,10,20,0,98,13,0,4,4,149
2022,Confrides,3057,39,48,1,210,41,3,16,5,363
2022,Congosto,24057,100,134,0,1048,142,7,119,43,1593
2022,Congosto de Valdavia,34062,18,23,0,121,24,5,5,17,213
2022,Congostrina,19097,1,2,0,10,2,0,0,0,15
2022,Conil de la Frontera,11014,1805,1047,28,11705,2751,71,2845,424,20676
2022,Conquista,14020,27,61,0,248,21,1,39,3,400
2022,Conquista de la Sierra,10066,20,23,0,122,15,0,17,4,201
2022,Consell,7016,308,157,0,2590,490,6,168,40,3759
2022,Constantina,41033,494,393,0,3081,392,5,616,80,5061
2022,Constantí,43047,650,500,552,3930,797,388,255,126,7198
2022,Constanzana,5064,10,4,0,109,4,1,8,3,139
2022,Consuegra,45053,932,734,22,5585,373,87,374,124,8231
2022,Contamina,50087,1,4,0,26,2,1,2,1,37
2022,Contreras,9110,1,15,0,78,9,0,3,9,115
2022,Coomonte,49052,12,20,0,157,8,6,15,6,224
2022,Copernal,19098,6,6,0,25,1,0,0,1,39
2022,Copons,8071,21,27,0,179,64,1,13,7,312
2022,Corbalán,44082,12,11,0,76,10,0,6,2,117
2022,Corbera,46098,312,125,0,1902,349,183,291,29,3191
2022,Corbera d'Ebre,43048,100,111,0,519,50,0,51,25,856
2022,Corbera de Llobregat,8072,634,848,34,7878,2384,39,492,231,12540
2022,Corbillos de los Oteros,24058,17,20,0,166,8,3,7,6,227
2022,Corbins,25078,137,68,7,784,149,0,77,24,1246
2022,Corcos,47055,15,25,0,171,33,3,17,4,268
2022,Corcubión,15028,53,61,0,893,67,1,21,19,1115
2022,Cordoba ( municipio sin especificar) ,14000,2,2,0,4,1,0,0,0,9
2022,Cordobilla de Lácara,6038,92,117,0,526,46,1,65,23,870
2022,Cordovilla,37110,14,16,0,93,10,21,13,5,172
2022,Cordovilla la Real,34063,15,22,0,83,5,9,5,6,145
2022,Cordovín,26052,33,22,0,112,14,2,17,8,208
2022,Corduente,19099,48,99,0,211,34,3,9,8,412
2022,Corella,31077,549,380,0,4216,463,28,717,99,6452
2022,Corera,26053,21,24,0,186,20,0,8,7,266
2022,Coreses,49053,201,130,1,800,72,63,61,91,1419
2022,"Corgo, O",27014,272,347,0,2794,317,99,188,118,4135
2022,Coria,10067,720,734,89,7351,791,99,714,183,10681
2022,Coria del Río,41034,1280,1203,30,15390,2108,205,1579,210,22005
2022,Coripe,41035,99,101,0,701,68,1,135,27,1132
2022,Coristanco,15029,449,380,26,4081,282,20,295,109,5642
2022,Cornago,26054,35,36,0,184,22,0,14,15,306
2022,Cornellà de Llobregat,8073,2501,2897,76,31180,7934,115,1564,436,46703
2022,Cornellà del Terri,17056,350,355,11,1607,299,18,138,100,2878
2022,Cornudella de Montsant,43049,109,124,1,579,169,5,75,48,1110
2022,"Coronada, La",6039,71,93,0,1362,61,2,224,29,1842
2022,"Coronil, El",41036,228,167,3,2656,240,6,690,60,4050
2022,Corpa,28048,49,47,0,456,77,1,18,11,659
2022,Corporales,26055,2,1,0,27,3,0,0,0,33
2022,Corral de Almaguer,45054,441,311,7,2767,181,49,171,92,4019
2022,Corral de Ayllón,40061,8,14,0,50,3,0,5,2,82
2022,Corral de Calatrava,13035,102,112,1,611,60,2,76,21,985
2022,Corral-Rubio,2027,16,17,0,197,18,3,29,2,282
2022,"Corrales de Buelna, Los",39025,491,585,30,5951,602,38,338,97,8132
2022,Corrales de Duero,47056,8,4,0,75,3,0,0,1,91
2022,Corrales del Vino,49054,97,90,0,621,76,15,67,32,998
2022,"Corrales, Los",41037,456,323,17,2340,300,31,455,95,4017
2022,Corte de Peleas,6040,77,76,8,780,54,7,81,25,1108
2022,Corteconcepción,21024,50,35,0,334,42,2,43,16,522
2022,Cortegada,32027,106,75,1,851,87,8,71,38,1237
2022,Cortegana,21025,413,286,1,2530,283,4,282,56,3855
2022,Cortelazor,21026,21,15,0,180,15,0,12,9,252
2022,Cortes,31078,144,131,4,1662,206,16,190,41,2394
2022,Cortes de Aragón,44084,9,6,0,61,10,0,7,1,94
2022,Cortes de Arenoso,12048,45,62,0,159,20,0,7,6,299
2022,Cortes de Baza,18053,151,289,0,1161,132,11,199,35,1978
2022,Cortes de Pallás,46099,75,63,4,420,53,2,31,15,663
2022,Cortes de la Frontera,29046,271,303,0,1464,217,0,237,69,2561
2022,Cortes y Graena,18054,108,106,0,603,68,0,70,10,965
2022,"Cortijos, Los",13036,122,136,6,489,32,5,46,36,872
2022,Corullón,24059,84,179,0,584,60,0,95,20,1022
2022,Coruña (A) ( municipio sin especificar) ,15000,5,4,0,24,1,0,6,0,40
2022,Coruña del Conde,9112,13,12,0,83,10,1,3,11,133
2022,"Coruña, A",15030,5933,6791,367,112915,12098,481,3085,1341,143011
2022,Corvera de Asturias,33020,546,573,8,9399,1067,89,373,206,12261
2022,Corvera de Toranzo,39026,169,182,41,1331,159,30,83,50,2045
2022,Corçà,17057,180,175,0,922,161,8,60,29,1535
2022,Cosa,44085,8,6,0,39,2,0,2,1,58
2022,Coscurita,42068,13,10,0,68,5,2,3,8,109
2022,Coslada,28049,2776,3632,50,44217,3637,459,937,873,56581
2022,Cospeito,27015,299,362,24,3446,271,67,336,127,4932
2022,Costitx,7017,177,102,0,917,228,3,133,31,1591
2022,Costur,12049,46,35,0,314,46,0,25,1,467
2022,Cosuenda,50088,23,32,0,168,8,0,10,9,250
2022,Cotanes del Monte,49055,5,12,0,96,2,0,3,1,119
2022,Cotes,46100,19,13,0,212,18,0,53,2,317
2022,Cotillas,2028,21,39,2,97,15,1,25,3,203
2022,Cotobade,36012,134,123,7,1711,224,4,154,46,2403
2022,Covaleda,42069,139,190,0,941,98,29,75,83,1555
2022,Covarrubias,9113,50,50,0,315,76,0,19,37,547
2022,Covelo,36013,153,191,7,1815,203,5,144,51,2569
2022,"Coves de Vinromà, les",12050,245,199,0,1015,165,4,144,39,1811
2022,Cox,3058,1033,460,6,4075,498,275,722,98,7167
2022,Cozuelos de Fuentidueña,40902,22,10,0,82,12,1,8,7,142
2022,Coín,29042,1896,1536,19,11955,2399,35,1925,331,20096
2022,Crecente,36014,82,85,0,1161,101,3,126,32,1590
2022,Creixell,43050,189,156,0,2101,394,10,186,60,3096
2022,Crespià,17058,32,44,0,194,38,0,19,3,330
2022,Crespos,5065,49,43,0,448,37,9,30,23,639
2022,Cretas,44086,71,90,0,353,41,1,22,14,592
2022,Crevillent,3059,1874,1388,8,15437,2271,90,1545,176,22789
2022,Cristina,6041,26,46,0,312,40,3,34,12,473
2022,Cristóbal,37112,23,26,0,120,21,0,17,3,210
2022,Crivillén,44087,26,23,0,78,5,1,5,10,148
2022,"Cruïlles, Monells i Sant Sadurní de l'Heura",17901,140,202,0,877,242,2,88,41,1592
2022,Crémenes,24060,50,91,1,325,50,2,19,24,562
2022,Cuacos de Yuste,10068,124,77,0,520,66,1,34,48,870
2022,Cuadros,24061,129,172,9,1413,178,11,58,36,2006
2022,Cualedro,32028,120,133,0,1182,98,8,135,51,1727
2022,Cuarte de Huerva,50089,824,1256,40,7608,1333,119,244,250,11674
2022,"Cuba, La",44088,6,6,0,33,4,0,1,1,51
2022,Cubas de la Sagra,28050,316,310,2,3649,452,22,83,59,4893
2022,Cubel,50090,17,28,0,89,13,0,2,6,155
2022,Cubelles,8074,521,588,2,7850,1897,27,600,123,11608
2022,Cubells,25079,55,37,0,232,48,2,15,11,400
2022,Cubilla,42070,5,6,0,19,6,0,4,1,41
2022,Cubillas de Cerrato,34066,3,10,0,43,7,0,8,1,72
2022,Cubillas de Rueda,24063,20,44,0,309,24,1,30,15,443
2022,Cubillas de Santa Marta,47057,86,53,0,292,40,10,25,20,526
2022,Cubillas de los Oteros,24062,18,15,0,105,17,0,6,5,166
2022,Cubillo,40062,4,6,0,45,2,0,0,1,58
2022,"Cubillo de Uceda, El",19102,5,20,0,96,8,0,6,8,143
2022,Cubillo del Campo,9114,5,12,0,68,19,10,4,7,125
2022,Cubillos,49056,13,19,0,192,27,0,11,2,264
2022,Cubillos del Sil,24064,111,144,1,1184,145,56,49,30,1720
2022,Cubla,44089,3,15,0,43,6,0,2,0,69
2022,Cubo de Benavente,49057,27,20,0,90,10,0,15,1,163
2022,Cubo de Bureba,9115,3,9,0,79,7,1,4,3,106
2022,"Cubo de Don Sancho, El",37113,54,28,0,284,15,1,21,16,419
2022,"Cubo de Tierra del Vino, El",49058,36,53,0,267,15,1,15,14,401
2022,Cubo de la Solana,42071,13,32,0,123,8,0,5,8,189
2022,Cucalón,44090,4,13,0,56,9,0,9,7,98
2022,Cudillero,33021,253,262,3,2904,361,33,239,79,4134
2022,Cuelgamures,49059,4,11,0,82,5,0,7,3,112
2022,Cuenca,16078,2540,3049,71,28000,4552,277,1513,625,40627
2022,Cuenca ( municipio sin especificar) ,16000,1,0,0,0,0,0,0,0,1
2022,Cuenca de Campos,47058,21,14,0,140,27,9,7,13,231
2022,"Cuerlas, Las",50091,2,7,0,43,6,0,2,2,62
2022,Cuerva,45055,138,190,0,883,106,5,123,40,1485
2022,"Cuervo de Sevilla, El",41903,662,351,2,4191,519,310,669,122,6826
2022,"Cuervo, El",44092,11,9,0,51,8,0,6,3,88
2022,"Cueva de Roa, La",9117,8,15,0,92,8,0,3,0,126
2022,Cueva de Ágreda,42073,14,11,0,44,11,0,4,1,85
2022,Cueva del Hierro,16079,6,8,0,27,0,0,2,4,47
2022,Cuevas Bajas,29047,132,143,5,736,80,3,151,32,1282
2022,Cuevas Labradas,44094,10,18,0,85,9,0,7,7,136
2022,Cuevas de Almudén,44093,19,13,0,86,3,0,3,6,130
2022,Cuevas de Provanco,40905,11,15,0,76,7,0,10,6,125
2022,Cuevas de San Clemente,9119,5,4,0,27,3,1,0,0,40
2022,Cuevas de San Marcos,29049,320,448,0,2047,286,4,471,34,3610
2022,Cuevas del Almanzora,4035,1291,1036,14,8956,1108,634,1367,275,14681
2022,Cuevas del Becerro,29048,116,159,0,714,81,0,108,20,1198
2022,Cuevas del Campo,18912,235,202,0,1204,181,9,146,40,2017
2022,Cuevas del Valle,5066,81,70,0,269,50,5,14,35,524
2022,Culla,12051,102,112,0,303,34,1,40,21,613
2022,Cullera,46105,925,594,31,10448,2655,54,2025,126,16858
2022,Culleredo,15031,1222,1217,4,16740,1914,168,509,222,21996
2022,"Cumbre, La",10069,75,66,3,600,71,2,51,28,896
2022,Cumbres Mayores,21029,178,131,0,1005,59,21,106,13,1513
2022,Cumbres de Enmedio,21027,8,2,0,40,4,0,11,2,67
2022,Cumbres de San Bartolomé,21028,30,16,0,232,17,0,43,2,340
2022,Cunit,43051,443,496,1,6332,1215,29,413,102,9031
2022,Cuntis,36015,239,249,1,3207,285,14,276,88,4359
2022,Curiel de Duero,47059,13,13,0,101,8,0,15,1,151
2022,Curtis,15032,357,285,7,2714,238,78,145,112,3936
2022,Cuzcurrita de Río Tirón,26056,49,33,0,352,28,0,25,29,516
2022,Cuéllar,40063,789,682,7,5900,620,156,279,216,8649
2022,Càlig,12034,232,178,0,1104,200,10,123,37,1884
2022,Cànoves i Samalús,8042,226,242,0,1925,500,11,154,75,3133
2022,Càrcer,46084,109,62,0,1054,135,2,165,8,1535
2022,Cáceres,10037,3889,4657,169,53244,7705,214,3352,913,74143
2022,Cádiar,18035,179,233,0,909,143,1,73,22,1560
2022,Cádiz,11012,2640,2406,185,43979,12698,205,6244,602,68959
2022,Cájar,18036,148,223,0,2848,875,10,351,23,4478
2022,Cárcar,31066,121,114,0,663,45,23,70,22,1058
2022,Cárcheles,23901,116,227,0,634,72,18,41,33,1141
2022,Cárdenas,26041,24,24,0,94,9,1,17,14,183
2022,Cármenes,24037,34,58,11,209,29,0,24,10,375
2022,Cártama,29038,1443,1307,1,13441,2631,123,1721,359,21026
2022,Cáseda,31069,74,86,0,584,54,4,27,18,847
2022,Cástaras,18044,47,49,0,150,12,1,17,6,282
2022,Cáñar,18040,45,37,0,178,25,0,14,16,315
2022,Cóbdar,4034,18,18,0,85,12,0,13,8,154
2022,Cómpeta,29045,363,524,4,2139,501,12,508,128,4179
2022,Córdoba,14021,10428,13189,345,154984,29512,786,14316,2052,225612
2022,Cózar,13037,107,110,2,522,61,7,133,37,979
2022,Cúllar,18056,419,520,0,2732,394,23,531,70,4689
2022,Cúllar Vega,18057,317,376,3,4345,1085,13,450,56,6645
2022,Cútar,29050,87,71,0,329,79,0,52,29,647
2022,Daganzo de Arriba,28053,5594,1557,0,6232,807,63,155,87,14495
2022,Daimiel,13039,1117,708,9,9234,1043,212,1276,198,13797
2022,Daimús,46113,207,176,9,1898,486,2,301,16,3095
2022,Dalías,4038,527,402,2,2135,257,56,189,53,3621
2022,Darnius,17060,68,80,0,360,73,2,15,13,611
2022,Daroca,50094,164,130,0,1067,147,21,125,71,1725
2022,Daroca de Rioja,26057,9,4,0,40,3,0,0,1,57
2022,Darro,18063,200,197,0,1279,84,10,162,36,1968
2022,Das,17061,24,38,0,144,48,0,8,5,267
2022,Daya Nueva,3061,182,121,1,1386,165,9,115,24,2003
2022,Daya Vieja,3062,51,65,0,498,49,9,11,7,690
2022,Deba,20029,306,316,8,3044,266,14,72,75,4101
2022,Degaña,33022,48,120,0,612,62,1,10,35,888
2022,Dehesa de Montejo,34067,8,21,0,89,8,1,2,4,133
2022,Dehesa de Romanos,34068,10,9,0,41,1,2,2,5,70
2022,Dehesas Viejas,18065,17,21,0,171,16,4,11,8,248
2022,Dehesas de Guadix,18064,23,44,0,244,26,0,58,13,408
2022,Deifontes,18066,206,335,0,1472,224,11,355,49,2652
2022,Deià,7018,62,85,1,627,183,0,80,21,1059
2022,Deleitosa,10070,109,128,1,514,65,2,43,31,893
2022,Deltebre,43901,1504,859,0,6482,941,54,1359,192,11391
2022,Derio,48901,569,370,69,3629,403,39,58,177,5314
2022,Descargamaría,10071,20,27,0,90,9,1,9,8,164
2022,Desojo,31079,6,7,1,52,2,0,3,2,73
2022,Destriana,24066,18,38,0,340,36,3,37,6,478
2022,Deza,42076,18,35,0,138,10,1,11,6,219
2022,Dicastillo,31080,59,67,0,371,53,0,20,21,591
2022,Diego del Carpio,5903,19,22,0,63,15,0,13,4,136
2022,Diezma,18067,95,121,0,573,59,5,61,19,933
2022,Dima,48026,116,131,4,869,92,9,22,46,1289
2022,Dios le Guarde,37115,19,11,1,90,3,0,8,4,136
2022,Dodro,15033,160,108,4,1832,235,28,174,30,2571
2022,Dolores,3064,620,418,2,4412,526,46,325,59,6408
2022,Domeño,46114,55,62,0,447,60,43,48,7,722
2022,Domingo García,40068,7,2,0,29,10,0,2,2,52
2022,Domingo Pérez,45058,37,40,0,264,27,1,27,5,401
2022,Domingo Pérez de Granada,18915,21,31,0,149,19,2,12,1,235
2022,Don Benito,6044,1800,2387,12,21963,2297,298,1496,611,30864
2022,Don Álvaro,6043,51,74,0,487,54,2,34,14,716
2022,Donamaria,31081,64,87,0,263,65,11,14,12,516
2022,Doneztebe/Santesteban,31221,277,270,2,1072,138,37,41,117,1954
2022,Donhierro,40069,9,11,0,63,8,0,5,5,101
2022,Donjimeno,5069,9,4,0,76,2,0,3,0,94
2022,Donostia/San Sebastián,20069,5238,6245,226,78141,26647,241,5002,1384,123124
2022,Donvidas,5070,4,2,0,32,4,0,2,0,44
2022,Dos Aguas,46115,62,24,0,177,39,5,34,8,349
2022,Dos Hermanas,41038,5267,3533,92,72351,10798,724,5530,840,99135
2022,Dos Torres,14023,216,161,0,1350,165,17,122,62,2093
2022,Dosbarrios,45059,173,154,14,1196,91,23,133,45,1829
2022,Dosrius,8075,323,396,0,3189,853,5,191,94,5051
2022,Dozón,36016,79,88,0,718,53,6,35,34,1013
2022,Doña Mencía,14022,318,543,2,1962,215,25,295,68,3428
2022,Doñinos de Ledesma,37116,5,10,0,57,5,1,0,2,80
2022,Doñinos de Salamanca,37117,108,92,0,1342,180,7,69,30,1828
2022,Driebes,19107,35,48,0,209,25,5,26,12,360
2022,Duesaigües,43053,20,34,0,183,48,0,15,7,307
2022,Dueñas,34069,134,130,0,1456,138,83,132,60,2133
2022,Dumbría,15034,203,177,0,2244,154,29,118,115,3040
2022,Durango,48027,883,899,16,13635,1247,50,329,354,17413
2022,Duruelo,40070,16,29,0,122,18,0,4,4,193
2022,Duruelo de la Sierra,42078,69,71,0,695,50,12,25,29,951
2022,Durón,19108,9,18,0,66,5,0,5,2,105
2022,Dénia,3063,2206,2511,20,26108,5892,72,3747,305,40861
2022,Dévanos,42075,2,7,0,39,4,0,1,1,54
2022,Dílar,18068,134,126,0,1195,266,0,138,23,1882
2022,Dólar,18069,81,103,0,452,88,6,95,31,856
2022,Dúdar,18070,31,33,0,235,54,23,20,6,402
2022,Dúrcal,18071,526,552,8,3904,690,23,651,96,6450
2022,Ea,48028,43,59,0,541,79,2,36,16,776
2022,Echarri,31083,16,11,26,79,19,0,3,7,161
2022,Eibar,20030,707,775,21,11567,1352,32,354,251,15059
2022,Eivissa,7026,3772,4783,143,32782,11039,62,3629,457,56667
2022,Ejea de los Caballeros,50095,1292,1081,23,8733,694,127,442,393,12785
2022,Ejeme,37118,18,18,0,109,8,9,12,8,182
2022,"Ejido, El",4902,10020,5178,59,45885,3663,1386,2795,1105,70091
2022,Ejulve,44096,29,25,0,106,16,0,6,15,197
2022,Elantxobe,48031,9,7,0,175,39,0,5,5,240
2022,Elburgo/Burgelu,1021,66,60,0,501,57,8,6,25,723
2022,Elche de la Sierra,2030,395,308,11,1883,244,20,407,57,3325
2022,Elche/Elx,3065,10367,9228,197,118019,19503,465,7316,1325,166420
2022,Elciego,1022,110,89,0,588,70,0,36,28,921
2022,Elda,3066,2066,1848,15,26373,3991,86,3048,225,37652
2022,Elduain,20031,18,32,0,161,28,0,8,7,254
2022,Elgeta,20033,78,87,0,716,95,2,16,33,1027
2022,Elgoibar,20032,469,483,0,5245,480,11,123,152,6963
2022,Elgorriaga,31087,20,25,0,125,42,3,8,7,230
2022,"Eliana, l'",46116,522,648,9,10126,1683,30,592,133,13743
2022,Eljas,10072,75,71,0,569,100,1,211,15,1042
2022,Elorrio,48032,367,350,6,3635,333,27,100,145,4963
2022,Elvillar/Bilar,1023,46,42,1,238,10,0,11,11,359
2022,Embid,19109,1,9,0,30,5,0,1,1,47
2022,Embid de Ariza,50096,5,3,0,22,3,0,5,1,39
2022,Emperador,46117,22,19,0,363,61,1,26,2,494
2022,Encina de San Silvestre,37120,4,4,0,82,4,0,7,2,103
2022,"Encina, La",37119,11,8,0,60,1,0,4,0,84
2022,Encinacorba,50098,18,28,0,112,12,0,15,1,186
2022,Encinas,40071,5,4,0,33,6,0,1,1,50
2022,Encinas Reales,14024,146,241,1,1209,134,18,212,51,2012
2022,Encinas de Abajo,37121,29,33,0,458,43,37,37,20,657
2022,Encinas de Arriba,37122,18,8,0,153,14,0,5,9,207
2022,Encinas de Esgueva,47060,14,14,0,186,15,1,6,4,240
2022,Encinasola,21031,122,111,4,688,51,5,124,22,1127
2022,Encinasola de los Comendadores,37123,16,26,0,105,13,0,9,2,171
2022,Encinedo,24067,148,228,2,329,53,2,34,31,827
2022,Encinillas,40072,7,24,0,218,28,1,5,6,289
2022,Enciso,26058,33,45,0,92,9,0,2,6,187
2022,Encío,9120,10,3,0,33,4,0,3,0,53
2022,Endrinal,37124,24,23,0,140,17,0,11,7,222
2022,Enguera,46118,383,289,14,2551,483,37,658,63,4478
2022,Enguídanos,16082,36,52,0,185,36,0,34,25,368
2022,Enix,4041,33,39,0,311,42,16,18,7,466
2022,Entrala,49061,12,18,0,89,16,0,13,1,149
2022,Entrambasaguas,39028,299,231,1,3182,361,109,149,91,4423
2022,Entrena,26059,177,130,0,900,120,16,75,45,1463
2022,Entrimo,32030,77,96,1,823,113,1,77,32,1220
2022,Entrín Bajo,6045,22,44,5,435,29,1,40,12,588
2022,Enériz/Eneritz,31089,27,21,0,199,23,11,3,10,294
2022,Erandio,48902,1216,1187,87,12003,1488,116,454,297,16848
2022,Eratsun,31090,22,41,20,109,13,2,1,13,221
2022,"Ercina, La",24068,30,54,0,296,34,1,20,15,450
2022,Ereño,48033,13,20,0,190,36,0,14,13,286
2022,Ergoiena,31091,35,63,0,194,28,5,9,11,345
2022,Erla,50100,23,25,0,240,18,0,22,15,343
2022,Ermua,48034,477,392,12,6933,666,11,225,118,8834
2022,Errenteria,20067,1238,1055,72,16882,3297,64,658,269,23535
2022,Errezil,20066,50,77,0,381,43,2,12,31,596
2022,Erriberagoitia/Ribera Alta,1046,73,130,1,600,94,11,19,70,998
2022,Errigoiti,48079,36,32,1,300,60,4,25,9,467
2022,Erro,31092,93,183,0,500,48,1,10,26,861
2022,Erustes,45060,17,16,0,157,14,1,22,3,230
2022,Escacena del Campo,21032,131,91,0,1167,113,16,140,33,1691
2022,"Escala, L'",17062,619,698,2,5546,1690,9,859,113,9536
2022,Escalante,39029,41,40,0,557,78,3,26,13,758
2022,Escalona,45061,271,289,4,2153,219,20,158,90,3204
2022,Escalona del Prado,40073,42,49,0,374,45,3,22,15,550
2022,Escalonilla,45062,121,115,0,860,81,6,106,40,1329
2022,Escamilla,19110,6,18,0,54,5,0,2,5,90
2022,Escarabajosa de Cabezas,40074,26,25,0,197,14,1,8,6,277
2022,Escariche,19111,28,41,0,125,13,1,18,12,238
2022,Escatrón,50101,73,75,0,667,120,8,137,44,1124
2022,Escañuela,23031,49,101,0,439,65,4,86,24,768
2022,Escobar de Campos,24069,8,5,0,29,0,2,2,0,46
2022,Escobar de Polendos,40075,16,16,0,147,7,11,8,2,207
2022,Escobosa de Almazán,42079,0,4,0,22,1,0,0,2,29
2022,Escopete,19112,7,8,0,29,3,0,2,6,55
2022,Escorca,7019,271,55,1,3701,33,0,9,6,4076
2022,"Escorial, El",28054,537,778,11,9503,1344,5,244,109,12531
2022,Escorihuela,44097,16,20,0,90,6,2,7,4,145
2022,Escucha,44099,55,73,0,507,41,7,38,22,743
2022,Escurial,10073,51,53,1,614,76,8,130,9,942
2022,Escurial de la Sierra,37125,47,43,0,182,11,0,5,20,308
2022,Escúzar,18072,77,111,0,597,81,9,150,15,1040
2022,Esgos,32031,75,96,0,894,86,6,64,25,1246
2022,Esguevillas de Esgueva,47061,21,16,0,239,18,4,13,7,318
2022,Eskoriatza,20034,192,316,0,2135,252,1,54,89,3039
2022,Eslava,31094,31,11,0,68,4,1,5,5,125
2022,Eslida,12057,87,54,0,409,50,1,31,14,646
2022,Espadaña,37126,6,3,0,29,2,0,2,0,42
2022,Espadañedo,49062,11,20,0,85,8,0,11,7,142
2022,Espadilla,12058,89,36,0,52,11,0,17,28,233
2022,Esparragalejo,6046,51,89,0,891,93,6,187,14,1331
2022,Esparragosa de Lares,6048,67,76,0,541,33,3,35,28,783
2022,Esparragosa de la Serena,6047,55,92,0,627,43,0,88,18,923
2022,Esparreguera,8076,1025,931,12,11611,2067,142,590,327,16705
2022,Espartinas,41040,438,438,5,8030,1375,26,335,104,10751
2022,Esparza de Salazar/Espartza Zaraitzu,31095,7,17,0,58,3,1,3,4,93
2022,Espeja,37127,21,16,0,145,9,0,11,6,208
2022,Espeja de San Marcelino,42080,26,26,9,107,6,1,3,21,199
2022,Espejo,14025,216,349,0,1801,179,24,315,75,2959
2022,Espejón,42081,17,29,0,83,9,1,1,8,148
2022,Espelúy,23032,36,39,0,390,50,0,71,0,586
2022,Espera,11017,227,120,0,1852,214,26,304,51,2794
2022,Espiel,14026,194,199,0,1334,131,26,142,53,2079
2022,"Espinar, El",40076,749,808,18,5275,585,26,299,141,7901
2022,Espinelves,17063,20,32,0,136,16,6,6,6,222
2022,Espino de la Orbada,37128,14,14,0,181,10,1,14,7,241
2022,Espinosa de Cerrato,34070,8,30,0,108,5,1,7,3,162
2022,Espinosa de Cervera,9122,7,13,0,76,4,0,2,9,111
2022,Espinosa de Henares,19113,69,87,0,427,30,1,21,30,665
2022,Espinosa de Villagonzalo,34071,9,10,0,120,7,0,4,9,159
2022,Espinosa de los Caballeros,5072,7,15,0,82,7,0,6,3,120
2022,Espinosa de los Monteros,9124,194,219,2,1063,59,11,73,110,1731
2022,Espinosa del Camino,9123,5,3,0,24,4,1,0,2,39
2022,Espinoso del Rey,45063,52,86,0,241,9,4,21,5,418
2022,Espirdo,40077,92,78,1,884,142,12,30,24,1263
2022,Esplegares,19114,2,10,0,25,3,0,0,1,41
2022,"Espluga Calba, L'",25081,47,33,0,240,29,0,14,7,370
2022,"Espluga de Francolí, L'",43054,298,279,0,2088,354,9,202,97,3327
2022,Esplugues de Llobregat,8077,1131,1754,14,18290,6076,99,1124,223,28711
2022,Esplús,22099,79,70,0,423,72,19,36,33,732
2022,Espolla,17064,47,73,0,248,58,1,28,11,466
2022,Esponellà,17065,45,52,0,290,63,0,34,13,497
2022,Esporles,7020,341,261,0,3235,785,3,207,50,4882
2022,Espot,25082,40,103,0,218,46,1,6,22,436
2022,Espronceda,31096,18,20,0,62,7,0,4,1,112
2022,"Espunyola, L'",8078,48,64,0,205,59,3,14,16,409
2022,"Esquirol, L'",8254,192,279,0,1359,300,7,67,56,2260
2022,Esquivias,45064,349,328,10,3397,315,54,204,61,4718
2022,Establés,19115,3,12,0,15,3,0,0,1,34
2022,Estada,22102,46,26,0,144,34,6,19,7,282
2022,Estadilla,22103,113,116,1,570,170,40,78,57,1145
2022,Estamariu,25088,5,20,0,70,10,0,1,8,114
2022,"Estany, L'",8079,34,45,0,241,54,0,12,9,395
2022,Estaràs,25085,22,17,0,132,27,3,13,5,219
2022,Estella-Lizarra,31097,731,736,1,7267,625,33,252,249,9894
2022,Estellencs,7021,28,31,0,293,99,1,62,5,519
2022,Estepa,41041,755,599,9,7010,872,98,522,128,9993
2022,Estepa de San Juan,42082,2,1,0,6,0,0,0,0,9
2022,Estepona,29051,3242,4584,62,39687,6286,77,2922,718,57578
2022,Estercuel,44100,19,39,0,195,30,0,17,8,308
2022,Esteribar,31098,164,252,0,1559,219,7,30,77,2308
2022,Esterri d'Àneu,25086,73,99,2,412,77,3,14,27,707
2022,Esterri de Cardós,25087,9,21,0,58,15,0,2,1,106
2022,Estivella,46120,96,58,1,787,110,1,63,7,1123
2022,Estollo,26060,9,18,0,69,14,0,10,5,125
2022,Estopiñán del Castillo,22105,15,25,0,85,12,0,6,2,145
2022,"Estrada, A",36017,1292,1264,33,13970,1307,121,751,460,19198
2022,"Estrella, La",45065,31,57,0,141,7,0,17,6,259
2022,Estremera,28055,134,118,1,807,50,66,35,23,1234
2022,Estriégana,19116,1,0,0,7,1,0,1,0,10
2022,Estubeny,46121,16,8,0,69,13,3,8,2,119
2022,Estépar,9125,42,58,0,538,46,8,20,17,729
2022,Etayo,31099,13,6,0,56,3,2,2,1,83
2022,Etxalar,31082,127,135,0,478,107,4,23,18,892
2022,Etxarri Aranatz,31084,214,237,0,1248,94,17,40,76,1926
2022,Etxauri,31085,46,48,0,364,49,0,15,21,543
2022,Etxebarri,48029,518,640,31,5871,702,43,142,101,8048
2022,Etxebarria,48030,69,74,0,500,56,1,24,16,740
2022,Eulate,31100,49,51,0,177,19,2,1,14,313
2022,Ezcabarte,31101,252,236,2,1252,230,19,44,56,2091
2022,Ezcaray,26061,108,204,0,983,118,1,60,54,1528
2022,Ezcároz/Ezkaroze,31093,37,69,0,145,17,2,4,26,300
2022,Ezkio-Itsaso,20035,77,72,0,418,55,12,12,28,674
2022,Ezkurra,31102,23,27,0,104,17,1,5,10,187
2022,Ezprogui,31103,7,11,0,33,2,5,5,3,66
